timestamp,url,filepath,status,http_status,bytes,elapsed_ms
2025-10-14T18:51:40,https://www.drugs.com/news/dear-college-students-essential-tips-avoid-getting-sick-campus-127084.html,data/html_stranky\www.drugs.com_news_dear-college-students-essential-tips-avoid-getting-sick-campus-127084.html,ok,200,44159,9671
2025-10-14T18:52:08,https://www.drugs.com/ubrelvy.html,data/html_stranky\www.drugs.com_ubrelvy.html,ok,200,81513,10086
2025-10-14T18:52:26,https://www.drugs.com/vyvgart.html,data/html_stranky\www.drugs.com_vyvgart.html,ok,200,66790,757
2025-10-14T18:52:43,https://www.drugs.com/nuvaxovid.html,data/html_stranky\www.drugs.com_nuvaxovid.html,ok,200,63621,1006
2025-10-14T18:52:59,https://www.drugs.com/nucala.html,data/html_stranky\www.drugs.com_nucala.html,ok,200,81463,490
2025-10-14T18:53:15,https://www.drugs.com/news/spinal-manipulative-therapy-low-back-pain-tied-lower-risk-opioid-disorder-127076.html,data/html_stranky\www.drugs.com_news_spinal-manipulative-therapy-low-back-pain-tied-lower-risk-opioid-disorder-127076.html,ok,200,40096,880
2025-10-14T18:53:31,https://www.drugs.com/quviviq.html,data/html_stranky\www.drugs.com_quviviq.html,ok,200,76597,806
2025-10-14T18:53:49,https://www.drugs.com/drug_interactions.html,data/html_stranky\www.drugs.com_drug_interactions.html,ok,200,62506,1054
2025-10-14T18:54:06,https://www.drugs.com/evenity.html,data/html_stranky\www.drugs.com_evenity.html,ok,200,79790,793
2025-10-14T18:54:26,https://www.drugs.com/alpha/condition/d,data/html_stranky\www.drugs.com_alpha_condition_d.html,ok,200,40453,3183
2025-10-14T18:54:45,https://www.drugs.com/trintellix.html,data/html_stranky\www.drugs.com_trintellix.html,ok,200,82513,1627
2025-10-14T18:55:02,https://www.drugs.com/alpha/v.html,data/html_stranky\www.drugs.com_alpha_v.html,ok,200,39527,656
2025-10-14T18:55:20,https://www.drugs.com/sitemap.html,data/html_stranky\www.drugs.com_sitemap.html,ok,200,36017,887
2025-10-14T18:55:38,https://www.drugs.com/enbumyst.html,data/html_stranky\www.drugs.com_enbumyst.html,ok,200,67189,734
2025-10-14T18:55:55,https://www.drugs.com/seroquel.html,data/html_stranky\www.drugs.com_seroquel.html,ok,200,78875,1638
2025-10-14T18:56:11,https://www.drugs.com/buprenorphine.html,data/html_stranky\www.drugs.com_buprenorphine.html,ok,200,94265,1126
